detail_code,detail_name,a_cluster,a_name,b_cluster,b_name,c_cluster,c_name,d_cluster,d_name,class_flag,version,v_index
83.8704,臀肌重建术,83.87,肌其他整形术,83.8,肌、腱和筋膜其他整形术,83,肌、腱、筋膜和黏液囊手术，除外手,76-84,肌肉骨骼系统手术,手术,上海版,v15
83.8701,肌肉修补术,83.87,肌其他整形术,83.8,肌、腱和筋膜其他整形术,83,肌、腱、筋膜和黏液囊手术，除外手,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
83.8708,口轮匝肌成形术,83.87,肌其他整形术,83.8,肌、腱和筋膜其他整形术,83,肌、腱、筋膜和黏液囊手术，除外手,76-84,肌肉骨骼系统手术,手术,上海版,v15
83.8705,肌疝修补术,83.87,肌其他整形术,83.8,肌、腱和筋膜其他整形术,83,肌、腱、筋膜和黏液囊手术，除外手,76-84,肌肉骨骼系统手术,手术,上海版,v15
83.8706,三角肌重建术,83.87,肌其他整形术,83.8,肌、腱和筋膜其他整形术,83,肌、腱、筋膜和黏液囊手术，除外手,76-84,肌肉骨骼系统手术,手术,上海版,v15
83.8707,嚼肌成形术,83.87,肌其他整形术,83.8,肌、腱和筋膜其他整形术,83,肌、腱、筋膜和黏液囊手术，除外手,76-84,肌肉骨骼系统手术,手术,上海版,v15
83.8807,冈上肌腱修补术,83.88,腱的其他整形术,83.8,肌、腱和筋膜其他整形术,83,肌、腱、筋膜和黏液囊手术，除外手,76-84,肌肉骨骼系统手术,手术,上海版,v15
83.8806,胫前肌腱修补术,83.88,腱的其他整形术,83.8,肌、腱和筋膜其他整形术,83,肌、腱、筋膜和黏液囊手术，除外手,76-84,肌肉骨骼系统手术,手术,上海版,v15
83.8804,肌腱固定术,83.88,腱的其他整形术,83.8,肌、腱和筋膜其他整形术,83,肌、腱、筋膜和黏液囊手术，除外手,76-84,肌肉骨骼系统手术,手术,上海版,v15
83.8805,肌腱填塞术,83.88,腱的其他整形术,83.8,肌、腱和筋膜其他整形术,83,肌、腱、筋膜和黏液囊手术，除外手,76-84,肌肉骨骼系统手术,手术,上海版,v15
83.8803,肌腱修补术,83.88,腱的其他整形术,83.8,肌、腱和筋膜其他整形术,83,肌、腱、筋膜和黏液囊手术，除外手,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
83.8801,肌腱固定术,83.88,腱的其他整形术,83.8,肌、腱和筋膜其他整形术,83,肌、腱、筋膜和黏液囊手术，除外手,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
83.8802,肌腱成形术,83.88,腱的其他整形术,83.8,肌、腱和筋膜其他整形术,83,肌、腱、筋膜和黏液囊手术，除外手,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
83.8901,筋膜成形术,83.89,筋膜的其他整形术,83.8,肌、腱和筋膜其他整形术,83,肌、腱、筋膜和黏液囊手术，除外手,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
83.8904,筋膜折叠术,83.89,筋膜的其他整形术,83.8,肌、腱和筋膜其他整形术,83,肌、腱、筋膜和黏液囊手术，除外手,76-84,肌肉骨骼系统手术,手术,全国2017版,v15
83.8903,筋膜疝修补术,83.89,筋膜的其他整形术,83.8,肌、腱和筋膜其他整形术,83,肌、腱、筋膜和黏液囊手术，除外手,76-84,肌肉骨骼系统手术,手术,全国2017版,v15
83.8905,筋膜固定术,83.89,筋膜的其他整形术,83.8,肌、腱和筋膜其他整形术,83,肌、腱、筋膜和黏液囊手术，除外手,76-84,肌肉骨骼系统手术,手术,全国2017版,v15
83.8902,筋膜延长术,83.89,筋膜的其他整形术,83.8,肌、腱和筋膜其他整形术,83,肌、腱、筋膜和黏液囊手术，除外手,76-84,肌肉骨骼系统手术,手术,全国2017版,v15
83.9104,筋膜松解术,83.91,肌、腱、筋膜和黏液囊粘连的松解术,83.9,肌、腱、筋膜和黏液囊的其他手术,83,肌、腱、筋膜和黏液囊手术，除外手,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
83.9106,臀肌粘连松解术,83.91,肌、腱、筋膜和黏液囊粘连的松解术,83.9,肌、腱、筋膜和黏液囊的其他手术,83,肌、腱、筋膜和黏液囊手术，除外手,76-84,肌肉骨骼系统手术,手术,上海版,v15
83.9103,臀筋膜挛缩松解术,83.91,肌、腱、筋膜和黏液囊粘连的松解术,83.9,肌、腱、筋膜和黏液囊的其他手术,83,肌、腱、筋膜和黏液囊手术，除外手,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
83.9102,肌肉粘连松解术,83.91,肌、腱、筋膜和黏液囊粘连的松解术,83.9,肌、腱、筋膜和黏液囊的其他手术,83,肌、腱、筋膜和黏液囊手术，除外手,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
83.9101,肌腱粘连松解术,83.91,肌、腱、筋膜和黏液囊粘连的松解术,83.9,肌、腱、筋膜和黏液囊的其他手术,83,肌、腱、筋膜和黏液囊手术，除外手,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
83.9105,针刀松解术,83.91,肌、腱、筋膜和黏液囊粘连的松解术,83.9,肌、腱、筋膜和黏液囊的其他手术,83,肌、腱、筋膜和黏液囊手术，除外手,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
83.9202,骨骼肌刺激器置换术,83.92,骨骼肌刺激器的置入或置换,83.9,肌、腱、筋膜和黏液囊的其他手术,83,肌、腱、筋膜和黏液囊手术，除外手,76-84,肌肉骨骼系统手术,手术,全国2017版,v15
83.9201,骨骼肌刺激器置入术,83.92,骨骼肌刺激器的置入或置换,83.9,肌、腱、筋膜和黏液囊的其他手术,83,肌、腱、筋膜和黏液囊手术，除外手,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
83.9301,去除骨骼肌刺激器,83.93,去除骨骼肌刺激器,83.9,肌、腱、筋膜和黏液囊的其他手术,83,肌、腱、筋膜和黏液囊手术，除外手,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
83.9401,黏液囊抽吸术,83.94,黏液囊抽吸术,83.9,肌、腱、筋膜和黏液囊的其他手术,83,肌、腱、筋膜和黏液囊手术，除外手,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
83.9502,超声引导下颈部软组织病损抽吸术,83.95,其他软组织抽吸,83.9,肌、腱、筋膜和黏液囊的其他手术,83,肌、腱、筋膜和黏液囊手术，除外手,76-84,肌肉骨骼系统手术,手术,全国2017版,v15
83.9501,超声引导下躯干软组织病损抽吸术,83.95,其他软组织抽吸,83.9,肌、腱、筋膜和黏液囊的其他手术,83,肌、腱、筋膜和黏液囊手术，除外手,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
83.9601,黏液囊治疗性药物注入,83.96,黏液囊治疗性药物注入,83.9,肌、腱、筋膜和黏液囊的其他手术,83,肌、腱、筋膜和黏液囊手术，除外手,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
83.9701,腱治疗性药物注入,83.97,腱治疗性药物注入,83.9,肌、腱、筋膜和黏液囊的其他手术,83,肌、腱、筋膜和黏液囊手术，除外手,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
83.9801,其他软组织局部作用治疗性药物注入,83.98,其他软组织局部作用治疗性药物注入,83.9,肌、腱、筋膜和黏液囊的其他手术,83,肌、腱、筋膜和黏液囊手术，除外手,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
83.9901,黏液囊缝合术,83.99,肌、腱、筋膜和黏液囊的其他手术,83.9,肌、腱、筋膜和黏液囊的其他手术,83,肌、腱、筋膜和黏液囊手术，除外手,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.0001,上肢截断术,84,上肢截断术,84,上肢截断术,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.0103,掌指关节离断术,84.01,手指截断术和手指关节离断术,84,上肢截断术,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,全国2017版,v15
84.0102,手指截断术，拇指除外,84.01,手指截断术和手指关节离断术,84,上肢截断术,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.0101,指关节离断术,84.01,手指截断术和手指关节离断术,84,上肢截断术,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.0202,拇指关节离断术,84.02,拇指截断术和拇指关节离断术,84,上肢截断术,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,全国2017版,v15
84.0201,拇指截断术,84.02,拇指截断术和拇指关节离断术,84,上肢截断术,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.0301,手截断术,84.03,经手截断术,84,上肢截断术,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.0302,掌截断术,84.03,经手截断术,84,上肢截断术,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,全国2017版,v15
84.0401,腕关节离断术,84.04,腕关节离断术,84,上肢截断术,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.0501,经前臂截断术,84.05,经前臂截断术,84,上肢截断术,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.0601,肘关节离断术,84.06,肘关节离断术,84,上肢截断术,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.0701,上臂截断术,84.07,经肱骨截断术,84,上肢截断术,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.0801,肩关节离断术,84.08,肩关节离断术,84,上肢截断术,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.0901,胸肩胛骨截断术,84.09,胸肩胛骨截断术,84,上肢截断术,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.1001,下肢截断术,84.1,下肢截断术,84.1,下肢截断术,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.1103,跖骨头截断术,84.11,趾截断术,84.1,下肢截断术,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,全国2017版,v15
84.1102,多趾截除术,84.11,趾截断术,84.1,下肢截断术,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.1101,趾关节离断术,84.11,趾截断术,84.1,下肢截断术,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.1201,经足截断术,84.12,经足截断术,84.1,下肢截断术,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.1301,踝关节离断术,84.13,踝关节离断术,84.1,下肢截断术,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.1302,跗间关节截骨术（高弓足截骨修补术）,84.13,踝关节离断术,84.1,下肢截断术,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海版,v15
84.1401,经胫骨和腓骨踝部的踝截断术,84.14,经胫骨和腓骨踝部的踝截断术,84.1,下肢截断术,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.1501,小腿截断术,84.15,膝关节下的其他截断术,84.1,下肢截断术,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.1601,膝关节离断术,84.16,膝关节离断术,84.1,下肢截断术,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.1701,大腿截断术,84.17,膝上截断术,84.1,下肢截断术,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.1801,髋关节离断术,84.18,髋关节离断术,84.1,下肢截断术,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.1901,半侧骨盆截断术,84.19,腹骨盆截断术,84.1,下肢截断术,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.2101,拇指断指再植术,84.21,拇指再附着,84.2,肢体再附着(复置术),84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.2201,手指断指再植术,84.22,手指再附着,84.2,肢体再附着(复置术),84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.2304,断掌再植术,84.23,前臂、腕或手的再附着,84.2,肢体再附着(复置术),84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,全国2017版,v15
84.2303,断腕再植术,84.23,前臂、腕或手的再附着,84.2,肢体再附着(复置术),84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,全国2017版,v15
84.2302,断手再植术,84.23,前臂、腕或手的再附着,84.2,肢体再附着(复置术),84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,全国2017版,v15
84.2301,前臂断肢再植术,84.23,前臂、腕或手的再附着,84.2,肢体再附着(复置术),84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.2401,上臂断肢再植术,84.24,上臂再附着,84.2,肢体再附着(复置术),84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.2501,断趾再植术,84.25,趾再附着,84.2,肢体再附着(复置术),84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.2601,断足再植术,84.26,足再附着,84.2,肢体再附着(复置术),84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.2701,小腿断肢再植术,84.27,小腿或踝的再附着,84.2,肢体再附着(复置术),84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.2801,大腿断肢再植术,84.28,大腿再附着,84.2,肢体再附着(复置术),84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.2901,断肢再植术,84.29,其他再附着,84.2,肢体再附着(复置术),84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.3001,截肢残端修整术,84.3,截肢残端修整术,84.3,截断残端的修复术,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海版,v15
84.3x01,截断残端的修复术,84.3x,截断残端的修复术,84.3,截断残端的修复术,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,全国2017版,v15
84.4001,假肢装置的置入或安装,84.4,假肢装置的置入或安装,84.4,假肢装置的置入或安装,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.4101,上臂假体安装,84.41,上臂和肩假体安装,84.4,假肢装置的置入或安装,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.4102,肩假体安装,84.41,上臂和肩假体安装,84.4,假肢装置的置入或安装,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,全国2017版,v15
84.4202,手假体安装,84.42,前臂和手假体安装,84.4,假肢装置的置入或安装,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,全国2017版,v15
84.4201,前臂假体安装,84.42,前臂和手假体安装,84.4,假肢装置的置入或安装,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.4301,臂假体安装,84.43,臂假体安装,84.4,假肢装置的置入或安装,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.4401,臂假体装置置入,84.44,臂假体装置植入,84.4,假肢装置的置入或安装,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.4501,膝上假体安装,84.45,膝上假体安装,84.4,假肢装置的置入或安装,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.4601,膝下假体安装,84.46,膝下假体安装,84.4,假肢装置的置入或安装,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.4701,小腿假体安装,84.47,小腿假体安装,84.4,假肢装置的置入或安装,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.4801,小腿假体装置置入,84.48,小腿假体装置置入,84.4,假肢装置的置入或安装,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.5101,椎体脊椎融合装置的置入,84.51,椎体脊椎融合装置的置入,84.5,其他肌肉骨骼装置和物质的置入,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.5201,重组骨形态形成蛋白的置入,84.52,重组骨形态形成蛋白的置入,84.5,其他肌肉骨骼装置和物质的置入,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.5301,肢体内部延长装置置入伴动力分离术,84.53,肢体内部延长装置植入伴动力分离术,84.5,其他肌肉骨骼装置和物质的置入,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.5401,其他肢体内部延长装置的置入,84.54,其他肢体内部延长装置的置入,84.5,其他肌肉骨骼装置和物质的置入,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.5501,骨空隙骨水泥填充术,84.55,骨空隙填补物置入,84.5,其他肌肉骨骼装置和物质的置入,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.5601,关节腔隙骨水泥填充术,84.56,填充物(水泥)置入或置换,84.5,其他肌肉骨骼装置和物质的置入,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.5701,去除填充物(水泥),84.57,去除填充物(水泥),84.5,其他肌肉骨骼装置和物质的置入,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.5801,棘突减压装置置入术,84.58,棘突减压装置置入术,84.5,其他肌肉骨骼装置和物质的置入,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海版,v15
84.5901,其他脊椎装置的置入,84.59,其他脊椎装置的置入,84.5,其他肌肉骨骼装置和物质的置入,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.6001,人工椎间盘置换,84.6,椎间盘假体置入,84.6,椎间盘置换,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.6101,颈部分椎间盘置换,84.61,颈部分椎间盘假体置入,84.6,椎间盘置换,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.6201,颈全椎间盘假体置换,84.62,颈全椎间盘假体置入,84.6,椎间盘置换,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.6301,胸椎间盘假体置换,84.63,胸椎间盘假体置入,84.6,椎间盘置换,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.6401,腰骶部分椎间盘假体置换,84.64,腰骶部分椎间盘假体置入,84.6,椎间盘置换,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.6501,腹腔镜辅助下腰椎前路椎间盘置换术,84.65,腰骶全椎间盘假体置入,84.6,椎间盘置换,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.6601,颈人工椎间盘假体置换术,84.66,颈人工椎间盘修复术或假体置换,84.6,椎间盘置换,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.6701,胸人工椎间盘假体置换术,84.67,胸人工椎间盘脊椎修复术或置换假体,84.6,椎间盘置换,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.6801,腰人工椎间盘假体置换术,84.68,腰骶部人工椎间盘假体修复术或置换,84.6,椎间盘置换,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.6901,人工椎间盘假体的修复术或置换,84.69,人工椎间盘假体的修复术或置换,84.6,椎间盘置换,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.7101,外部固定装置应用，单相系统,84.71,外部固定装置应用，单相系统,84.7,外部固定装置的附加编码,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.7201,外部固定装置的应用，环型系统,84.72,外部固定装置的应用，环型系统,84.7,外部固定装置的附加编码,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.7301,混合外部固定装置的应用,84.73,混合外部固定装置的应用,84.7,外部固定装置的附加编码,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.8002,棘突装置的置换,84.8,棘突装置的置入或置换,84.8,棘突装置的置入、置换和修复术,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,全国2017版,v15
84.8001,棘突装置的置入,84.8,棘突装置的置入或置换,84.8,棘突装置的置入、置换和修复术,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,全国2017版,v15
84.8101,棘突装置的修复术,84.81,棘突装置的修复术,84.8,棘突装置的置入、置换和修复术,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,全国2017版,v15
84.8205,经皮椎弓根钉内固定术,84.82,椎弓根动力稳定装置的置入或置换术,84.8,棘突装置的置入、置换和修复术,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,全国2017版,v15
84.8204,脊柱生长阀置换术,84.82,椎弓根动力稳定装置的置入或置换术,84.8,棘突装置的置入、置换和修复术,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,全国2017版,v15
84.8203,脊柱生长阀置入术,84.82,椎弓根动力稳定装置的置入或置换术,84.8,棘突装置的置入、置换和修复术,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,全国2017版,v15
84.8202,椎弓根动力稳定装置置换术,84.82,椎弓根动力稳定装置的置入或置换术,84.8,棘突装置的置入、置换和修复术,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,全国2017版,v15
84.8201,椎弓根动力稳定装置置入术,84.82,椎弓根动力稳定装置的置入或置换术,84.8,棘突装置的置入、置换和修复术,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,全国2017版,v15
84.8301,脊柱生长阀修复术,84.83,椎弓根动力稳定装置的修复术,84.8,棘突装置的置入、置换和修复术,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,全国2017版,v15
84.8401,椎骨关节面置换装置的置入,84.84,椎骨关节面置换装置的置入或置换术,84.8,棘突装置的置入、置换和修复术,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,全国2017版,v15
84.8402,椎骨关节面置换装置的置换,84.84,椎骨关节面置换装置的置入或置换术,84.8,棘突装置的置入、置换和修复术,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,全国2017版,v15
84.8501,椎骨关节面置换装置的修复术,84.85,椎骨关节面置换装置的修复术,84.8,棘突装置的置入、置换和修复术,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,全国2017版,v15
84.9101,截断术,84.91,截断术,84.9,肌肉骨骼系统的其他手术,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.9201,等份联体双胎分离术,84.92,等份联体双胎分离术,84.9,肌肉骨骼系统的其他手术,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.9301,联体双胎不等份分离术,84.93,联体双胎不等份分离术,84.9,肌肉骨骼系统的其他手术,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
84.9401,胸骨插入刚性板固定装置,84.94,胸骨插入刚性板固定装置,84.9,肌肉骨骼系统的其他手术,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,全国2017版,v15
84.9901,肌肉骨骼系统的其他手术,84.99,肌肉骨骼系统的其他手术,84.9,肌肉骨骼系统的其他手术,84,肌肉骨骼系统的其他操作,76-84,肌肉骨骼系统手术,手术,上海_全国2017版,v15
85.0002,乳房切开探查术,85,乳腺脓肿切开引流术,85,乳房切开术,85,乳房手术,85-86,体被系统手术,手术,上海版,v16
85.0001,乳腺脓肿切开引流术,85,乳腺脓肿切开引流术,85,乳房切开术,85,乳房手术,85-86,体被系统手术,手术,上海版,v16
85.0x01,乳房皮肤切开引流术,85.0x,乳房切开术,85,乳房切开术,85,乳房手术,85-86,体被系统手术,手术,全国2017版,v16
85.0x02,乳腺导管切开引流术,85.0x,乳房切开术,85,乳房切开术,85,乳房手术,85-86,体被系统手术,手术,全国2017版,v16
85.1102,乳房穿刺活检术,85.11,闭合性[经皮][针吸]乳房活组织检查,85.1,乳房诊断性操作,85,乳房手术,85-86,体被系统手术,手术,上海版,v16
85.1101,闭合性[经皮][针吸]乳房活组织检查,85.11,闭合性[经皮][针吸]乳房活组织检查,85.1,乳房诊断性操作,85,乳房手术,85-86,体被系统手术,手术,上海_全国2017版,v16
85.1201,开放性乳房活组织检查,85.12,开放性乳房活组织检查,85.1,乳房诊断性操作,85,乳房手术,85-86,体被系统手术,手术,上海_全国2017版,v16
85.1901,乳房其他诊断性操作,85.19,乳房其他诊断性操作,85.1,乳房诊断性操作,85,乳房手术,85-86,体被系统手术,手术,上海_全国2017版,v16
85.2001,乳房组织切除术或破坏术,85.2,乳房组织切除术或破坏术,85.2,乳房组织切除术或破坏术,85,乳房手术,85-86,体被系统手术,手术,上海_全国2017版,v16
85.2102,乳房小叶切除术,85.21,乳房病损局部切除术,85.2,乳房组织切除术或破坏术,85,乳房手术,85-86,体被系统手术,手术,上海版,v16
85.2104,乳房导管内肿瘤切除术,85.21,乳房病损局部切除术,85.2,乳房组织切除术或破坏术,85,乳房手术,85-86,体被系统手术,手术,上海版,v16
85.2101,乳房病损局部切除术,85.21,乳房病损局部切除术,85.2,乳房组织切除术或破坏术,85,乳房手术,85-86,体被系统手术,手术,上海_全国2017版,v16
85.2109,乳房肿块切除术,85.21,乳房病损局部切除术,85.2,乳房组织切除术或破坏术,85,乳房手术,85-86,体被系统手术,手术,上海版,v16
85.2105,乳腺叶切除术,85.21,乳房病损局部切除术,85.2,乳房组织切除术或破坏术,85,乳房手术,85-86,体被系统手术,手术,上海版,v16
85.2107,乳房纤维瘤切除术,85.21,乳房病损局部切除术,85.2,乳房组织切除术或破坏术,85,乳房手术,85-86,体被系统手术,手术,上海版,v16
85.211,乳房麦默通微创肿块切除术,85.21,乳房病损局部切除术,85.2,乳房组织切除术或破坏术,85,乳房手术,85-86,体被系统手术,手术,上海版,v16
85.2106,乳房癌姑息切除术,85.21,乳房病损局部切除术,85.2,乳房组织切除术或破坏术,85,乳房手术,85-86,体被系统手术,手术,上海版,v16
85.2111,乳房肿瘤射频消融术,85.21,乳房病损局部切除术,85.2,乳房组织切除术或破坏术,85,乳房手术,85-86,体被系统手术,手术,上海版,v16
